"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Group"
"115","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","1/2","56/21273",0.0178571428571429,189.9375,13.7276246543567,0.00525808342617795,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"116","GO:1900225","regulation of NLRP3 inflammasome complex assembly","1/2","57/21273",0.0175438596491228,186.605263157895,13.6057086835966,0.0053518518115836,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"117","GO:0044546","NLRP3 inflammasome complex assembly","1/2","60/21273",0.0166666666666667,177.275,13.258381420518,0.00563313044959124,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"118","GO:0140632","canonical inflammasome complex assembly","1/2","62/21273",0.0161290322580645,171.556451612903,13.0409320197324,0.00582062744308942,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"119","GO:0141085","regulation of inflammasome-mediated signaling pathway","1/2","62/21273",0.0161290322580645,171.556451612903,13.0409320197324,0.00582062744308942,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"120","GO:0072538","T-helper 17 type immune response","1/2","64/21273",0.015625,166.1953125,12.8337275988074,0.00600810675778185,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"121","GO:0045622","regulation of T-helper cell differentiation","1/2","67/21273",0.0149253731343284,158.753731343284,12.5404427365557,0.00628929258205979,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"122","GO:0141084","inflammasome-mediated signaling pathway","1/2","67/21273",0.0149253731343284,158.753731343284,12.5404427365557,0.00628929258205979,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"123","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/2","68/21273",0.0147058823529412,156.419117647059,12.4470078425239,0.00638301235074945,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"124","GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","1/2","71/21273",0.0140845070422535,149.80985915493,12.1786085412542,0.00666414513861058,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"125","GO:0019083","viral transcription","1/2","73/21273",0.0136986301369863,145.705479452055,12.0089125515858,0.00685154489867712,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"126","GO:0046638","positive regulation of alpha-beta T cell differentiation","1/2","80/21273",0.0125,132.95625,11.465789007892,0.00750730483831619,0.0256892454146137,NA,"ENSG00000167604",1,"C2"
"127","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/2","81/21273",0.0123456790123457,131.314814814815,11.3939821355199,0.00760096715088732,0.0256892454146137,NA,"ENSG00000167604",1,"C2"
"128","GO:0140374","antiviral innate immune response","1/2","84/21273",0.0119047619047619,126.625,11.186280198342,0.00788192757039285,0.0256892454146137,NA,"ENSG00000204616",1,"C2"
"129","GO:0070534","protein K63-linked ubiquitination","1/2","92/21273",0.0108695652173913,115.614130434783,10.6827743152074,0.00863096088887783,0.0260904942065647,NA,"ENSG00000204616",1,"C2"
"130","GO:0042093","T-helper cell differentiation","1/2","104/21273",0.00961538461538462,102.274038461538,10.0389856372519,0.00975398050243437,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"131","GO:0046637","regulation of alpha-beta T cell differentiation","1/2","105/21273",0.00952380952380952,101.3,9.99035395315304,0.00984753674217131,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"132","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","1/2","106/21273",0.00943396226415094,100.344339622641,9.94240868924783,0.00994108856220677,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"133","GO:0002287","alpha-beta T cell activation involved in immune response","1/2","107/21273",0.00934579439252336,99.4065420560748,9.89513378543153,0.0100346359625414,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"134","GO:0002293","alpha-beta T cell differentiation involved in immune response","1/2","107/21273",0.00934579439252336,99.4065420560748,9.89513378543153,0.0100346359625414,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"135","GO:0048525","negative regulation of viral process","1/2","112/21273",0.00892857142857143,94.96875,9.66828788819944,0.0105023066686911,0.0260904942065647,NA,"ENSG00000204616",1,"C2"
"136","GO:0046635","positive regulation of alpha-beta T cell activation","1/2","115/21273",0.00869565217391304,92.4913043478261,9.53930290116127,0.0107828560559641,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"137","GO:0002292","T cell differentiation involved in immune response","1/2","116/21273",0.00862068965517241,91.6939655172414,9.4974179273708,0.0108763636789856,0.0260904942065647,NA,"ENSG00000167604",1,"C2"
"138","GO:0070936","protein K48-linked ubiquitination","1/2","117/21273",0.00854700854700855,90.9102564102564,9.45606816286751,0.0109698668823056,0.0260904942065647,NA,"ENSG00000204616",1,"C2"
"139","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","1/2","122/21273",0.00819672131147541,87.1844262295082,9.25696162987325,0.0114373166033845,0.0264400138247716,NA,"ENSG00000167604",1,"C2"
"140","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/2","125/21273",0.008,85.092,9.14324260635691,0.0117177333996147,0.0264400138247716,NA,"ENSG00000167604",1,"C2"
"141","GO:0019080","viral gene expression","1/2","130/21273",0.00769230769230769,81.8192307692308,8.96248186688522,0.0121850063326369,0.0268070139318011,NA,"ENSG00000204616",1,"C2"
"142","GO:0051851","host-mediated perturbation of symbiont process","1/2","144/21273",0.00694444444444444,73.8645833333333,8.50713777733001,0.0134927827248087,0.0289601190191016,NA,"ENSG00000204616",1,"C2"
"143","GO:0035821","modulation of process of another organism","1/2","158/21273",0.00632911392405063,67.3196202531646,8.11335049046166,0.0147996928555014,0.0293562071091179,NA,"ENSG00000204616",1,"C2"
"144","GO:0045582","positive regulation of T cell differentiation","1/2","159/21273",0.00628930817610063,66.8962264150943,8.08721622670937,0.0148930104313616,0.0293562071091179,NA,"ENSG00000167604",1,"C2"
"145","GO:0031333","negative regulation of protein-containing complex assembly","1/2","161/21273",0.0062111801242236,66.0652173913043,8.03567457849233,0.0150796323239782,0.0293562071091179,NA,"ENSG00000204616",1,"C2"
"146","GO:0046632","alpha-beta T cell differentiation","1/2","162/21273",0.00617283950617284,65.6574074074074,8.01025971123865,0.0151729366407338,0.0293562071091179,NA,"ENSG00000167604",1,"C2"
"147","GO:0002286","T cell activation involved in immune response","1/2","170/21273",0.00588235294117647,62.5676470588235,7.81502054034328,0.0159192120655305,0.0293562071091179,NA,"ENSG00000167604",1,"C2"
"148","GO:0035710","CD4-positive, alpha-beta T cell activation","1/2","171/21273",0.00584795321637427,62.2017543859649,7.79157622423631,0.0160124766049734,0.0293562071091179,NA,"ENSG00000167604",1,"C2"
"149","GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","1/2","171/21273",0.00584795321637427,62.2017543859649,7.79157622423631,0.0160124766049734,0.0293562071091179,NA,"ENSG00000204616",1,"C2"
"150","GO:0045621","positive regulation of lymphocyte differentiation","1/2","175/21273",0.00571428571428571,60.78,7.69980093252217,0.0163854905657321,0.0294270034649883,NA,"ENSG00000167604",1,"C2"
"151","GO:0050792","regulation of viral process","1/2","183/21273",0.00546448087431694,58.1229508196721,7.52528747301403,0.0171313063415803,0.0300423619854039,NA,"ENSG00000204616",1,"C2"
"152","GO:0046634","regulation of alpha-beta T cell activation","1/2","186/21273",0.00537634408602151,57.1854838709677,7.46274160645688,0.01741091433245,0.0300423619854039,NA,"ENSG00000167604",1,"C2"
"153","GO:0050852","T cell receptor signaling pathway","1/2","204/21273",0.00490196078431373,52.1397058823529,7.11666551400222,0.0190877269540991,0.0323023071530908,NA,"ENSG00000167604",1,"C2"
"154","GO:0051701","biological process involved in interaction with host","1/2","209/21273",0.00478468899521531,50.8923444976077,7.02848688216402,0.0195532541050585,0.0324657804008518,NA,"ENSG00000204616",1,"C2"
"155","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/2","220/21273",0.00454545454545455,48.3477272727273,6.84508253049922,0.0205770249034442,0.0335329294722794,NA,"ENSG00000167604",1,"C2"
"156","GO:0002821","positive regulation of adaptive immune response","1/2","226/21273",0.00442477876106195,47.0641592920354,6.75067926652464,0.0211352199341545,0.0338163518946471,NA,"ENSG00000167604",1,"C2"
"157","GO:0045580","regulation of T cell differentiation","1/2","236/21273",0.00423728813559322,45.0699152542373,6.60133115420432,0.0220651914092248,0.033842953338485,NA,"ENSG00000167604",1,"C2"
"158","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","1/2","240/21273",0.00416666666666667,44.31875,6.54419350257184,0.0224370562476132,0.033842953338485,NA,"ENSG00000204616",1,"C2"
"159","GO:0062207","regulation of pattern recognition receptor signaling pathway","1/2","248/21273",0.00403225806451613,42.8891129032258,6.43404668317919,0.0231805737787214,0.033842953338485,NA,"ENSG00000204616",1,"C2"
"160","GO:1902107","positive regulation of leukocyte differentiation","1/2","248/21273",0.00403225806451613,42.8891129032258,6.43404668317919,0.0231805737787214,0.033842953338485,NA,"ENSG00000167604",1,"C2"
"161","GO:1903708","positive regulation of hemopoiesis","1/2","248/21273",0.00403225806451613,42.8891129032258,6.43404668317919,0.0231805737787214,0.033842953338485,NA,"ENSG00000167604",1,"C2"
"162","GO:0051091","positive regulation of DNA-binding transcription factor activity","1/2","251/21273",0.00398406374501992,42.3764940239044,6.39408992284663,0.0234593199278135,0.033842953338485,NA,"ENSG00000204616",1,"C2"
"163","GO:0045619","regulation of lymphocyte differentiation","1/2","270/21273",0.0037037037037037,39.3944444444444,6.15651312897498,0.0252237884877986,0.0344979382122323,NA,"ENSG00000167604",1,"C2"
"164","GO:0050851","antigen receptor-mediated signaling pathway","1/2","270/21273",0.0037037037037037,39.3944444444444,6.15651312897498,0.0252237884877986,0.0344979382122323,NA,"ENSG00000167604",1,"C2"
"165","GO:0002285","lymphocyte activation involved in immune response","1/2","272/21273",0.00367647058823529,39.1047794117647,6.13294574310742,0.0254094292066989,0.0344979382122323,NA,"ENSG00000167604",1,"C2"
"166","GO:0044403","biological process involved in symbiotic interaction","1/2","276/21273",0.0036231884057971,38.5380434782609,6.08657189234758,0.025780657608082,0.0344979382122323,NA,"ENSG00000204616",1,"C2"
"167","GO:0046631","alpha-beta T cell activation","1/2","277/21273",0.0036101083032491,38.398916967509,6.07513361807962,0.0258734536591743,0.0344979382122323,NA,"ENSG00000167604",1,"C2"
"168","GO:0000209","protein polyubiquitination","1/2","305/21273",0.00327868852459016,34.8737704918033,5.77776884281362,0.028469948690979,0.0373933654448679,NA,"ENSG00000204616",1,"C2"
"169","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/2","310/21273",0.0032258064516129,34.3112903225806,5.72889406311468,0.0289332438927198,0.0374430215082256,NA,"ENSG00000167604",1,"C2"
"170","GO:0002819","regulation of adaptive immune response","1/2","333/21273",0.003003003003003,31.9414414414414,5.51822654743189,0.0310629786768675,0.0396165525154252,NA,"ENSG00000167604",1,"C2"
"171","GO:0019058","viral life cycle","1/2","356/21273",0.00280898876404494,29.877808988764,5.32800650537032,0.0331903754389626,0.0412519433299551,NA,"ENSG00000204616",1,"C2"
"172","GO:0002221","pattern recognition receptor signaling pathway","1/2","357/21273",0.00280112044817927,29.7941176470588,5.32014871579545,0.0332828179139411,0.0412519433299551,NA,"ENSG00000204616",1,"C2"
"173","GO:0030217","T cell differentiation","1/2","373/21273",0.00268096514745308,28.5160857908847,5.19868057736181,0.0347612964342008,0.0420867777024131,NA,"ENSG00000167604",1,"C2"
"174","GO:0002366","leukocyte activation involved in immune response","1/2","376/21273",0.00265957446808511,28.2885638297872,5.1767576873107,0.0350383851952591,0.0420867777024131,NA,"ENSG00000167604",1,"C2"
"175","GO:0002263","cell activation involved in immune response","1/2","380/21273",0.00263157894736842,27.9907894736842,5.14792475185581,0.03540777500085,0.0420867777024131,NA,"ENSG00000167604",1,"C2"
"176","GO:0002758","innate immune response-activating signaling pathway","1/2","385/21273",0.0025974025974026,27.6272727272727,5.11250596900256,0.0358694128145566,0.0420867777024131,NA,"ENSG00000204616",1,"C2"
"177","GO:0050870","positive regulation of T cell activation","1/2","405/21273",0.00246913580246914,26.262962962963,4.97733175882297,0.0377148591440274,0.0424223897627124,NA,"ENSG00000167604",1,"C2"
"178","GO:0051090","regulation of DNA-binding transcription factor activity","1/2","407/21273",0.00245700245700246,26.1339066339066,4.96435473131709,0.0378993065435431,0.0424223897627124,NA,"ENSG00000204616",1,"C2"
"179","GO:0051607","defense response to virus","1/2","407/21273",0.00245700245700246,26.1339066339066,4.96435473131709,0.0378993065435431,0.0424223897627124,NA,"ENSG00000204616",1,"C2"
"180","GO:0002218","activation of innate immune response","1/2","409/21273",0.00244498777506112,26.0061124694377,4.95147115437467,0.0380837362642532,0.0424223897627124,NA,"ENSG00000204616",1,"C2"
"181","GO:1902105","regulation of leukocyte differentiation","1/2","416/21273",0.00240384615384615,25.5685096153846,4.90709835573022,0.0387291010661436,0.0426020111727579,NA,"ENSG00000167604",1,"C2"
"182","GO:0002699","positive regulation of immune effector process","1/2","422/21273",0.0023696682464455,25.2049763033175,4.8699292217412,0.0392820985279794,0.0426768477834838,NA,"ENSG00000167604",1,"C2"
"183","GO:0002429","immune response-activating cell surface receptor signaling pathway","1/2","433/21273",0.0023094688221709,24.5646651270208,4.80376296412293,0.0402955139659295,0.0432111601104913,NA,"ENSG00000167604",1,"C2"
"184","GO:1903039","positive regulation of leukocyte cell-cell adhesion","1/2","438/21273",0.00228310502283105,24.2842465753425,4.77449781337298,0.0407559805587588,0.0432111601104913,NA,"ENSG00000167604",1,"C2"
"185","GO:0030522","intracellular receptor signaling pathway","1/2","467/21273",0.00214132762312634,22.7762312633833,4.61394134782166,0.0434245078843675,0.045411244600583,NA,"ENSG00000204616",1,"C2"
"186","GO:0016032","viral process","1/2","482/21273",0.0020746887966805,22.0674273858921,4.53651699084929,0.0448033221375227,0.045411244600583,NA,"ENSG00000204616",1,"C2"
"187","GO:0043254","regulation of protein-containing complex assembly","1/2","483/21273",0.0020703933747412,22.0217391304348,4.53148106181955,0.0448952077301218,0.045411244600583,NA,"ENSG00000204616",1,"C2"
"188","GO:0051251","positive regulation of lymphocyte activation","1/2","483/21273",0.0020703933747412,22.0217391304348,4.53148106181955,0.0448952077301218,0.045411244600583,NA,"ENSG00000167604",1,"C2"
"189","GO:0030098","lymphocyte differentiation","1/2","490/21273",0.00204081632653061,21.7071428571429,4.49665229675119,0.0455382831266745,0.0455382831266745,NA,"ENSG00000167604",1,"C2"
